Novel_Name,Series_Name,Author_Name,Genre,Average_Rating,No_of_Ratings,No_of_Reviews,No_of_Votes,Publish_Date,Publish_year
Price of a Kiss ,Forbidden Men,Linda Kage ,Romance,4.06,32842,2375,8,2013-08-14,2013
Mystery Man ,Dream Man,Kristen Ashley ,Romance,4.2,71831,4945,185,2011-11-07,2011
My One and Only,-,Kristan Higgins ,Romance,3.95,16652,1406,16,2011-03-29,2011
Seduction of a Highland Lass ,McCabe Trilogy,Maya Banks ,Romance,4.15,25210,1602,35,2011-09-27,2011
Written in Red ,The Others,Anne Bishop,Romance,4.25,60101,6455,11,2013-01-03,2013
The Bride Test ,The Kiss Quotient,Helen Hoang ,Romance,3.84,159916,19519,7,2019-07-05,2019
Under Locke,-,Mariana Zapata ,Romance,3.93,86980,8081,13,2014-01-19,2014
The Duke and I ,Bridgertons,Julia Quinn ,Romance,3.81,468599,35079,68,2000-05-01,2000
"Love, Rosie",-,Cecelia Ahern,Romance,3.94,130413,11191,19,2004-08-11,2004
The V Girl: a Coming of Age Story,-,Mya Robarts,Romance,4.0,15963,1678,33,2015-06-20,2015
"Baby, I'm Yours",-,Susan Andersen ,Romance,3.72,5935,204,12,1998-01-05,1998
Significance ,Significance,Shelly Crane ,Romance,4.09,45038,2934,180,2011-01-06,2011
"Immortal Matchmakers, Inc. ",Immortal Matchmakers,Mimi Jean Pamfiloff ,Romance,3.92,3607,358,9,2015-08-21,2015
Caged,-,Shanna Ehrlich ,Romance,3.69,467,49,12,2016-07-25,2016
Honest Illusions,-,Nora Roberts ,Romance,4.04,16652,590,23,1992-01-07,1992
"I'd Tell You I Love You, But Then I'd Have to Kill You ",Gallagher Girls,Ally Carter ,Romance,3.84,188416,8337,7,2006-04-25,2006
Like Water for Chocolate,-,Laura Esquivel,Romance,3.95,362293,12959,70,1989-01-01,1989
Angels Fall,-,Nora Roberts ,Romance,4.04,48790,1687,33,2006-11-07,2006
Fast Love ,Fast Love,Kerry Lockhart ,Romance,4.08,37,28,9,2023-08-24,2023
Fallen Crest High ,Fallen Crest High,Tijan ,Romance,4.08,57260,3764,10,2012-10-31,2012
Bet Me,-,Jennifer Crusie ,Romance,3.93,92334,4247,186,2004-01-01,2004
Inside Out ,Brown Family,Lauren Dane,Romance,4.09,7020,384,14,2010-02-11,2010
Beastly ,Beastly,Alex Flinn ,Romance,3.82,176068,9331,13,2007-02-10,2007
Hidden Riches,-,Nora Roberts ,Romance,4.05,20047,515,10,1994-07-13,1994
Slade ,New Species,Laurann Dohner,Romance,4.18,22654,1133,20,2011-08-19,2011
Seduction and Snacks ,Chocolate Lovers,Tara Sivec ,Romance,4.07,52705,5900,36,2012-11-06,2012
Ransom ,Highlands' Lairds,Julie Garwood,Romance,4.33,35529,1676,62,1999-01-11,1999
Veil of Midnight ,Midnight Breed,Lara Adrian ,Romance,4.24,32033,987,10,2008-12-30,2008
Born in Fire ,Born In Trilogy,Nora Roberts ,Romance,4.22,74226,1515,10,1994-01-10,1994
The Trouble With Valentine's Day ,Chinooks Hockey Team,Rachel Gibson ,Romance,3.92,13883,613,13,2005-01-01,2005
Dance Upon the Air ,Three Sisters Island,Nora Roberts ,Romance,4.21,70663,2173,62,2001-05-06,2001
Losing It ,Losing It,Cora Carmack ,Romance,3.72,107333,7615,23,2012-12-10,2012
Texas! Lucky ,Texas! Tyler Family Saga,Sandra       Brown ,Romance,3.84,8433,348,17,1990-01-01,1990
Lover Unleashed ,Black Dagger Brotherhood,J.R. Ward ,Romance,4.27,92958,4325,38,2011-01-03,2011
Born in Shame ,Born In Trilogy,Nora Roberts ,Romance,4.11,35711,917,11,1996-01-01,1996
For the Roses ,Rose,Julie Garwood,Romance,4.05,14841,597,22,1995-01-09,1995
Breathe ,Sea Breeze,Abbi Glines ,Romance,3.85,83113,4149,178,2011-05-16,2011
The Lion's Lady ,Crown's Spies,Julie Garwood,Romance,4.18,23986,1015,41,1988-01-12,1988
Wrong ,Cafe,Jana Aston ,Romance,3.83,47495,4572,8,2015-07-10,2015
One Day in December,-,Josie Silver ,Romance,3.86,300338,29073,8,2018-10-18,2018
It Happened One Autumn ,Wallflowers,Lisa Kleypas ,Romance,4.11,63863,3962,64,2005-09-27,2005
The Perfect Hope ,Inn Boonsboro Trilogy,Nora Roberts ,Romance,4.18,46499,2616,13,2012-06-11,2012
Punk 57,-,Penelope Douglas ,Romance,3.78,390163,36583,8,2016-10-18,2016
Home for Christmas ,Christmas Romantic Comedy,Camilla Isley ,Romance,3.91,1109,190,12,2022-02-22,2022
Lover Eternal ,Black Dagger Brotherhood,J.R. Ward ,Romance,4.33,191550,7542,182,2006-07-03,2006
The Winter Sea ,Slains,Susanna Kearsley ,Romance,4.1,65604,7290,22,2008-09-22,2008
Out of the Box Awakening ,Out of the Box,Jennifer Theriot ,Romance,3.82,730,180,7,2013-05-05,2013
Hearts in Darkness ,Hearts in Darkness,Laura Kaye ,Romance,3.85,37274,3163,35,2011-04-20,2011
Rainwater,-,Sandra       Brown ,Romance,4.07,17891,2241,13,2009-03-11,2009
"Love, Lex ",The Undergrad Years,Avery Aster ,Romance,3.23,1714,344,12,2014-07-04,2014
Married by Morning ,The Hathaways,Lisa Kleypas ,Romance,4.14,43212,2708,50,2010-05-25,2010
Over the Edge ,Troubleshooters,Suzanne Brockmann ,Romance,4.22,11922,401,7,2001-08-28,2001
The Marriage Mistake ,Marriage to a Billionaire,Jennifer Probst ,Romance,3.93,27584,1367,12,2012-06-11,2012
Fantasy Lover ,Hunter Legends,Sherrilyn Kenyon ,Romance,4.15,92572,4216,68,1999-12-28,1999
Chasing Midnight ,The Darkest Desires of Dixie,Shyloh Morgan ,Romance,4.06,81,51,7,2014-01-09,2014
Origin ,Lux,Jennifer L. Armentrout ,Romance,4.33,111523,8415,8,2013-08-27,2013
Open Season,-,Linda Howard,Romance,4.01,20817,1093,24,2001-01-07,2001
Forbidden,-,Tabitha Suzuma ,Romance,3.98,71340,11766,166,2010-05-27,2010
I've Got Your Number,-,Sophie Kinsella ,Romance,3.94,224556,14468,61,2011-02-11,2011
Venetia,-,Georgette Heyer,Romance,4.11,17615,1788,16,1958-01-01,1958
Heart of the Sea ,Gallaghers of Ardmore,Nora Roberts ,Romance,4.15,32162,820,12,2000-05-12,2000
Adventures in Trichology,-,Nicholas A. Price ,Romance,5.0,14,6,7,2017-06-05,2017
Maybe Someday ,Maybe,Colleen Hoover ,Romance,4.03,509760,36470,40,2014-04-18,2014
The Vincent Brothers ,The Vincent Boys,Abbi Glines ,Romance,4.1,49154,2504,16,2012-01-06,2012
"Everything, Everything",-,Nicola Yoon ,Romance,3.98,607248,48455,7,2015-01-09,2015
Cotillion,-,Georgette Heyer,Romance,4.09,16410,1823,9,1953-01-01,1953
It's in His Kiss ,Bridgertons,Julia Quinn ,Romance,4.0,143086,8589,23,2005-06-28,2005
An Offer From a Gentleman ,Bridgertons,Julia Quinn ,Romance,3.94,260710,20143,17,2001-01-07,2001
Darkfever ,Fever,Karen Marie Moning ,Romance,4.06,179630,12049,59,2006-10-31,2006
Fangirl,-,Rainbow Rowell ,Romance,3.96,737801,58159,37,2013-10-09,2013
Grey ,Fifty Shades as Told by Christian,E.L. James ,Romance,3.82,181262,12408,14,2015-06-18,2015
Shatter Me ,Shatter Me,Tahereh Mafi,Romance,3.87,814629,80385,165,2011-11-15,2011
Exclusively Yours ,Kowalski Family,Shannon Stacey ,Romance,3.84,17210,1224,9,2010-05-26,2010
Moon Called ,Mercy Thompson,Patricia Briggs,Romance,4.15,204385,10035,22,2006-01-31,2006
Tribute,-,Nora Roberts ,Romance,4.01,29470,1373,32,2008-08-07,2008
Tangled ,Tangled,Emma Chase ,Romance,4.04,117379,10111,72,2013-05-20,2013
Succubus Blues ,Georgina Kincaid,Richelle Mead ,Romance,3.94,56805,3178,9,2007-02-27,2007
Hometown Girl Again ,Hometown,Kirsten Fullmer ,Romance,4.28,940,62,13,2018-10-07,2018
Perfectly Imperfect,-,Fabiola Francisco ,Romance,3.93,163,51,9,2014-02-06,2014
Tempting the Best Man ,Gamble Brothers,J. Lynn,Romance,3.68,34766,2228,33,2012-04-23,2012
Opposites Attract ,First Comes Love,Camilla Isley ,Romance,3.73,7873,823,16,2021-02-15,2021
City of Ashes ,The Mortal Instruments,Cassandra Clare ,Romance,4.12,921871,36116,8,2008-07-08,2008
Bloodlines ,Bloodlines,Richelle Mead ,Romance,4.2,184751,8892,58,2011-08-23,2011
Natural Born Charmer ,Chicago Stars,Susan Elizabeth Phillips ,Romance,4.15,36143,1866,176,2007-06-02,2007
Unravel Me ,Shatter Me,Tahereh Mafi,Romance,4.15,498156,46200,10,2013-05-02,2013
Wicked Deeds on a Winter's Night ,Immortals After Dark,Kresley Cole ,Romance,4.34,55173,2030,35,2007-09-24,2007
Can You Keep a Secret?,-,Sophie Kinsella ,Romance,3.84,434505,14377,169,2003-03-23,2003
Transcendence ,Transcendence,Shay Savage ,Romance,4.04,22573,3683,10,2014-02-13,2014
The Reef,-,Nora Roberts ,Romance,3.96,20710,711,18,1998-09-28,1998
Trust: A New Beginning ,Trust Trilogy,Cristiane Serruya,Romance,3.54,2764,145,16,2012-11-14,2012
The Fill-In Boyfriend,-,Kasie West ,Romance,3.9,64711,7083,8,2015-05-05,2015
Mansfield Park,-,Jane Austen,Romance,3.86,343498,14394,30,1814-01-07,1814
The Selection ,The Selection,Kiera Cass ,Romance,4.08,1510303,76547,59,2012-04-24,2012
Beautifully Cruel ,Beautifully Cruel,J.T. Geissinger ,Romance,4.15,42878,3738,17,2020-05-15,2020
Simply Irresistible ,Lucky Harbor,Jill Shalvis ,Romance,3.91,34510,2095,10,2010-01-10,2010
Naked in Death ,In Death,J.D. Robb ,Romance,4.13,190511,7534,157,1995-01-07,1995
The Grand Sophy,-,Georgette Heyer,Romance,4.16,32792,4055,39,1950-01-01,1950
Cry Wolf ,Alpha & Omega,Patricia Briggs,Romance,4.12,102299,4653,17,2008-07-29,2008
Honor's Splendour,-,Julie Garwood,Romance,4.23,32506,1277,70,1987-01-12,1987
Halo ,Halo,Alexandra Adornetto,Romance,3.66,68883,4515,9,2010-08-01,2010
Friend-Zoned ,Friend-Zoned,Belle Aurora ,Romance,3.96,26344,2174,11,2013-12-04,2013
Whispers in the Dark ,KGI,Maya Banks ,Romance,4.3,16898,909,21,2012-03-01,2012
Graceling ,Graceling Realm,Kristin Cashore,Romance,4.07,456370,26545,31,2008-01-10,2008
The Gamble ,Colorado Mountain,Kristen Ashley ,Romance,4.25,58940,4241,159,2011-04-18,2011
The Darkest Hour ,KGI,Maya Banks ,Romance,4.13,26490,1633,16,2010-07-09,2010
The Gladiator,-,Carla Capshaw ,Romance,4.14,788,108,7,2009-01-01,2009
Sugar Daddy ,Travises,Lisa Kleypas ,Romance,4.01,44075,2580,162,2007-06-03,2007
Neanderthal Seeks Human ,Knitting in the City,Penny Reid ,Romance,3.89,65090,6515,19,2013-03-14,2013
Highland Velvet ,Velvet Montgomery Annuals Tetralogy,Jude Deveraux,Romance,4.07,13353,303,11,1982-01-01,1982
Hereditary ,Beatrice Harrow,Jane Washington ,Romance,3.95,3906,205,7,2013-01-08,2013
The Idea of You,-,Robinne Lee ,Romance,3.93,63713,7093,6,2017-06-13,2017
Extreme Exposure ,I-Team,Pamela Clare ,Romance,3.91,14480,1128,53,2005-02-08,2005
Because of Low ,Sea Breeze,Abbi Glines ,Romance,4.12,56360,2418,39,2012-07-02,2012
Sweet Filthy Boy ,Wild Seasons,Christina Lauren ,Romance,4.01,50314,4633,16,2014-05-13,2014
Lawless ,"Long, Tall Texans",Diana Palmer,Romance,4.09,5220,287,8,2003-01-07,2003
The Hunger Games ,The Hunger Games,Suzanne Collins,Romance,4.33,8444200,212742,22,2008-09-14,2008
Empire of Storms ,Throne of Glass,Sarah J. Maas ,Romance,4.6,547710,44193,8,2016-06-09,2016
Roomies,-,Christina Lauren ,Romance,3.79,72624,7902,9,2017-05-12,2017
The Best of Me,-,Nicholas Sparks ,Romance,3.97,174475,11717,11,2010-09-14,2010
Lover Revealed ,Black Dagger Brotherhood,J.R. Ward ,Romance,4.29,136084,5156,74,2007-06-03,2007
The Sweet Gum Tree,-,Katherine Allred,Romance,4.26,30234,3402,160,2005-01-01,2005
When Beauty Tamed the Beast ,Fairy Tales,Eloisa James ,Romance,4.06,28722,2545,34,2011-01-25,2011
The Thorn Birds,-,Colleen McCullough,Romance,4.24,347467,7751,161,1977-01-04,1977
Forsaken ,The Secret Life of Amy Bensen,Lisa Renee Jones ,Romance,4.06,2824,341,16,2015-08-18,2015
My Wolf's Bane ,Shapes of Autumn,Veronica Blade ,Romance,3.78,1162,125,7,2013-01-27,2013
Eleanor & Park,-,Rainbow Rowell ,Romance,3.95,1152838,77064,31,2012-12-04,2012
The Governess Affair ,Brothers Sinister,Courtney Milan ,Romance,3.85,18029,1999,13,2012-04-21,2012
Appetizers ,The Winemaker's Dinner,Ivan Rusilko ,Romance,3.87,839,162,12,2012-07-28,2012
Me Before You ,Me Before You,Jojo Moyes ,Romance,4.26,1592618,95044,159,2012-12-31,2012
Morning Glory,-,LaVyrle Spencer,Romance,4.27,14840,1365,60,1989-01-01,1989
Frostbite ,Vampire Academy,Richelle Mead ,Romance,4.26,351761,13341,8,2008-01-04,2008
To Tame a Highland Warrior ,Highlander,Karen Marie Moning ,Romance,4.12,33655,1394,10,1999-01-12,1999
Heartbreaker ,Buchanan-Renard,Julie Garwood,Romance,4.06,27740,964,16,2000-01-01,2000
All The Wrong Reasons ,Wrong Reasons,J.L. Paul ,Romance,3.81,8663,294,54,2011-11-02,2011
Wallbanger ,Cocktail,Alice Clayton ,Romance,3.99,205741,15207,163,2012-11-27,2012
Ten Tiny Breaths ,Ten Tiny Breaths,K.A. Tucker ,Romance,4.09,80354,6306,48,2012-11-12,2012
Then Came You ,The Gamblers of Craven's,Lisa Kleypas ,Romance,3.96,30672,1900,22,1993-01-06,1993
Gibson's Legacy ,Last Score,K.L. Shandwick ,Romance,3.98,823,184,12,2014-12-17,2014
Him ,Him,Sarina Bowen ,Romance,4.25,64719,7936,11,2015-07-28,2015
Treading Water ,Treading Water,Marie Force ,Romance,4.19,5908,465,8,2011-01-10,2011
To Die For ,Blair Mallory,Linda Howard,Romance,4.0,13642,796,21,2004-12-16,2004
Going Too Far,-,Jennifer Echols ,Romance,3.92,38370,1687,151,2009-03-17,2009
Fifteen Weekends,-,Christy Pastore ,Romance,4.3,172,63,6,2014-05-25,2014
Own the Wind ,Chaos,Kristen Ashley ,Romance,4.19,48450,3409,18,2013-01-04,2013
Romero ,The Moreno Brothers,Elizabeth Reyes ,Romance,4.12,7324,324,28,2011-10-24,2011
Love Auction: Too Risky to Love Again,-,Sharon Carter ,Romance,4.32,2737,15,52,2020-03-02,2020
A Night Like This ,Smythe-Smith Quartet,Julia Quinn ,Romance,3.87,32527,2125,10,2012-05-29,2012
This Heart of Mine ,Chicago Stars,Susan Elizabeth Phillips ,Romance,4.08,31716,1428,166,2001-06-02,2001
Confessions of a Shopaholic ,Shopaholic,Sophie Kinsella ,Romance,3.69,740651,13796,10,2000-01-01,2000
Definitely Dead ,Sookie Stackhouse,Charlaine Harris ,Romance,4.01,202866,4363,10,2006-04-17,2006
Hot Target ,Troubleshooters,Suzanne Brockmann ,Romance,4.25,7633,384,8,2004-12-28,2004
The Raven Prince ,Princes Trilogy,Elizabeth Hoyt ,Romance,3.96,23379,1692,33,2006-01-11,2006
The Warlord Wants Forever ,Immortals After Dark,Kresley Cole ,Romance,4.04,60746,2568,24,2006-07-02,2006
Enough Isn't Everything ,The Everything Trilogy,K.L. Shandwick ,Romance,4.05,535,129,12,2013-12-19,2013
Mackenzie's Mountain ,Mackenzie Family,Linda Howard,Romance,4.16,17876,898,51,1989-01-03,1989
Once Burned ,Night Prince,Jeaniene Frost ,Romance,4.2,68457,4458,10,2012-06-26,2012
Crocodile on the Sandbank ,Amelia Peabody,Elizabeth Peters,Romance,4.0,73399,5466,12,1975-01-01,1975
One for the Money ,Stephanie Plum,Janet Evanovich ,Romance,4.05,545526,16919,24,1994-08-26,1994
Captive in the Dark ,The Dark Duet,C.J. Roberts ,Romance,3.94,72035,6422,49,2011-08-29,2011
Knight ,Unfinished Hero,Kristen Ashley ,Romance,3.92,54837,4026,32,2012-07-04,2012
Faro's Daughter,-,Georgette Heyer,Romance,3.96,14524,1095,8,1941-01-01,1941
Ain't She Sweet?,-,Susan Elizabeth Phillips ,Romance,4.08,24634,1628,160,2004-02-17,2004
Angel ,Angel,L.A. Weatherly ,Romance,3.86,32720,2360,15,2010-01-10,2010
Craving Constellations ,The Aces,Nicole Jacquelyn ,Romance,3.99,19731,1284,9,2013-08-27,2013
Somewhere In Time,-,Richard Matheson,Romance,3.85,7917,825,10,1975-02-24,1975
Reaper's Property ,Reapers MC,Joanna Wylde ,Romance,4.07,58803,4064,9,2013-09-01,2013
Miracle,-,Johnathon Nicolaou ,Romance,4.54,204,22,136,2023-03-24,2023
First Lady ,"Wynette, Texas",Susan Elizabeth Phillips ,Romance,4.0,12687,653,77,2000-01-01,2000
If I Were You ,Inside Out,Lisa Renee Jones ,Romance,4.12,26012,2453,19,2012-08-22,2012
The Many Sins of Lord Cameron ,MacKenzies & McBrides,Jennifer Ashley ,Romance,4.08,16020,1156,39,2011-01-01,2011
A Hunger Like No Other ,Immortals After Dark,Kresley Cole ,Romance,4.11,82607,4527,18,2006-03-28,2006
Dash & Lily's Book of Dares ,Dash & Lily,Rachel Cohn,Romance,3.75,96733,11111,10,2010-10-26,2010
Bridget Jones's Diary ,Bridget Jones,Helen Fielding ,Romance,3.8,973030,12354,150,1996-01-01,1996
Line of Scrimmage,-,Marie Force ,Romance,4.0,7681,374,11,2008-01-09,2008
Dirty ,Dive Bar,Kylie Scott ,Romance,3.88,27286,2993,10,2016-04-19,2016
Wicked Intentions ,Maiden Lane,Elizabeth Hoyt ,Romance,3.81,18936,1998,16,2010-01-08,2010
Playing for Keeps ,Neighbor from Hell,R.L. Mathewson ,Romance,4.02,113665,5984,148,2011-04-29,2011
The Wedding ,Lairds' Fiancées,Julie Garwood,Romance,4.16,35302,1471,56,1995-12-31,1995
Once and Always ,Sequels,Judith McNaught,Romance,4.18,27108,1270,13,1987-01-01,1987
Gone Too Far ,Troubleshooters,Suzanne Brockmann ,Romance,4.31,9785,486,41,2003-01-07,2003
Comanche Moon ,Comanche,Catherine Anderson ,Romance,4.12,9335,878,28,1991-01-01,1991
A Court of Wings and Ruin ,A Court of Thorns and Roses,Sarah J. Maas ,Romance,4.47,1266261,88350,9,2017-02-05,2017
Blue Bloods ,Blue Bloods,Melissa de la Cruz ,Romance,3.7,140921,5190,15,2006-03-27,2006
Catching Jordan,-,Miranda Kenneally ,Romance,3.84,62795,3756,139,2011-01-12,2011
Ashes in the Wind,-,Kathleen E. Woodiwiss,Romance,4.19,10275,530,11,1979-01-01,1979
Be My Baby ,Baby,Susan Andersen ,Romance,3.87,4138,118,9,1999-01-01,1999
The Mane Squeeze ,Pride,Shelly Laurenston,Romance,4.36,14195,661,19,2009-01-11,2009
Breaking Dawn ,The Twilight Saga,Stephenie Meyer,Romance,3.73,1674787,53026,9,2008-02-08,2008
The Billionaire Wins the Game ,Billionaire Bachelors,Melody Anne ,Romance,3.95,21440,1044,13,2011-01-08,2011
A Rose in Winter,-,Kathleen E. Woodiwiss,Romance,4.18,11929,683,31,1982-01-12,1982
Montana Sky,-,Nora Roberts ,Romance,4.1,48314,1269,49,1996-12-03,1996
Pushing the Limits ,Pushing the Limits,Katie McGarry ,Romance,4.05,121751,7911,151,2012-01-06,2012
L'Ultima Primavera. Il riflesso segreto dei ricordi: Romanzo,-,Giulietta Esthel,Romance,4.84,58,12,7,2018-06-23,2018
Because of Miss Bridgerton ,Rokesbys,Julia Quinn ,Romance,3.95,60879,4751,11,2016-03-29,2016
Something Borrowed ,Darcy & Rachel,Emily Giffin ,Romance,3.88,574552,13758,15,2004-01-06,2004
Unteachable,-,Leah Raeder ,Romance,3.75,22993,3602,7,2013-07-27,2013
Inescapable ,The Premonition,Amy A. Bartol ,Romance,4.03,38002,2365,28,2013-04-27,2013
Wait for You ,Wait for You,J. Lynn,Romance,4.14,162190,10144,143,2013-02-04,2013
Come Back to Me ,Come Back to Me,Mila Gray,Romance,4.19,14597,1563,22,2014-06-19,2014
I'll Give You the Sun,-,Jandy Nelson ,Romance,4.16,331720,31107,10,2014-09-16,2014
Crazy Rich Asians ,Crazy Rich Asians,Kevin Kwan ,Romance,3.9,478687,37325,8,2013-11-06,2013
Annie's Song,-,Catherine Anderson ,Romance,4.16,16716,1527,65,1996-01-01,1996
Fallen Too Far ,"Rosemary Beach, #1; Too Far",Abbi Glines ,Romance,4.15,171646,8931,138,2012-12-14,2012
Scandalous Desires ,Maiden Lane,Elizabeth Hoyt ,Romance,4.08,15965,1338,43,2011-10-24,2011
Message in a Bottle,-,Nicholas Sparks ,Romance,3.97,236207,4967,15,1998-01-04,1998
Tempting the Beast ,"Breeds, #1; Feline Breeds",Lora Leigh,Romance,3.91,23853,1246,19,2003-11-24,2003
Arabella,-,Georgette Heyer,Romance,4.09,20124,1914,9,1949-01-01,1949
Rock Chick ,Rock Chick,Kristen Ashley ,Romance,4.17,57529,4318,133,2008-08-12,2008
Public Secrets,-,Nora Roberts ,Romance,4.13,19983,830,19,1990-01-01,1990
The Secret of Ella and Micha ,The Secret,Jessica Sorensen ,Romance,3.99,70800,3370,51,2012-02-10,2012
What I Did for Love ,"Wynette, Texas",Susan Elizabeth Phillips ,Romance,3.91,19470,1247,47,2009-01-01,2009
The Guernsey Literary and Potato Peel Pie Society,-,Mary Ann Shaffer,Romance,4.19,742953,61574,14,2008-07-29,2008
Cinder ,The Lunar Chronicles,Marissa Meyer ,Romance,4.13,907059,68140,22,2012-03-01,2012
A Humble Heart ,Hollywood Hearts,R.L. Mathewson ,Romance,4.05,10809,476,10,2010-12-17,2010
Love with Every Beat,-,K.L. Shandwick ,Romance,4.26,199,57,9,2014-09-07,2014
Existence ,Existence,Abbi Glines ,Romance,3.93,61912,3701,128,2004-04-03,2004
Dragon Bound ,Elder Races,Thea Harrison ,Romance,4.07,50161,3612,21,2011-01-05,2011
Lucca ,Made Men,Sarah Brianne ,Romance,4.29,9370,761,41,2017-01-31,2017
Nobody's Baby But Mine ,Chicago Stars,Susan Elizabeth Phillips ,Romance,4.04,41505,2238,140,1997-01-02,1997
If You Dare ,MacCarrick Brothers,Kresley Cole ,Romance,3.99,13301,664,8,2005-04-26,2005
Captive Prince: Volume Two ,Captive Prince,C.S. Pacat ,Romance,4.37,67685,7613,8,2013-04-02,2013
The Phantom of the Opera,-,Gaston Leroux,Romance,3.96,238246,10841,72,1909-09-23,1909
Devil's Bride ,Cynster,Stephanie Laurens ,Romance,4.07,21953,1508,21,1998-01-03,1998
Attachments,-,Rainbow Rowell ,Romance,3.87,197764,22700,10,2011-04-14,2011
From Lukov with Love,-,Mariana Zapata ,Romance,4.25,235489,31578,14,2018-01-02,2018
The Viscount Who Loved Me ,Bridgertons,Julia Quinn ,Romance,4.03,336591,26437,34,2000-05-12,2000
When You Dare ,Men Who Walk the Edge of Honor,Lori Foster ,Romance,4.16,14059,1044,9,2011-04-26,2011
Lover Unbound ,Black Dagger Brotherhood,J.R. Ward ,Romance,4.31,133689,5420,139,2007-09-25,2007
Spirit Bound ,Vampire Academy,Richelle Mead ,Romance,4.33,292001,10055,8,2010-05-18,2010
Again the Magic ,Wallflowers,Lisa Kleypas ,Romance,4.05,42190,2749,56,2004-01-29,2004
Birthday Girl,-,Penelope Douglas ,Romance,3.95,271719,24442,40,2018-04-15,2018
Norwegian Wood,-,Haruki Murakami,Romance,4.01,580944,43026,10,1987-04-09,1987
Call Me By Your Name ,Call Me By Your Name,André Aciman ,Romance,4.11,477825,43172,14,2007-01-23,2007
What Happens in London ,Bevelstoke,Julia Quinn ,Romance,4.03,29697,2050,9,2009-06-30,2009
Every Day ,Every Day,David Levithan ,Romance,3.9,231594,22869,18,2012-08-28,2012
The Raven Boys ,The Raven Cycle,Maggie Stiefvater ,Romance,4.05,361584,40978,8,2012-09-18,2012
Never Love a Highlander ,McCabe Trilogy,Maya Banks ,Romance,4.2,26943,1637,30,2011-10-25,2011
Forget You,-,Jennifer Echols ,Romance,3.78,26528,1351,116,2010-06-30,2010
The Darkest Whisper ,Lords of the Underworld,Gena Showalter ,Romance,4.3,43965,1265,18,2009-01-01,2009
Remember Me?,-,Sophie Kinsella ,Romance,3.8,249546,8727,8,2008-02-26,2008
